"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2015","Terajoules","49",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2014","Terajoules","48",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2013","Terajoules","45",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2012","Terajoules","42",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2011","Terajoules","35",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2010","Terajoules","32",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2009","Terajoules","28",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2008","Terajoules","24",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2007","Terajoules","21",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2006","Terajoules","18",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2005","Terajoules","16",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2004","Terajoules","14",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2003","Terajoules","12",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2002","Terajoules","11",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2001","Terajoules","9",""
"Lebanon","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2000","Terajoules","8",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2019","Terajoules","50","1"
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2018","Terajoules","50","1"
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2017","Terajoules","50","1"
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2016","Terajoules","50",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2015","Terajoules","49",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2014","Terajoules","48",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2013","Terajoules","45",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2012","Terajoules","42",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2011","Terajoules","35",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2010","Terajoules","32",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2009","Terajoules","28",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2008","Terajoules","24",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2007","Terajoules","21",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2006","Terajoules","18",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2005","Terajoules","16",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2004","Terajoules","14",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2003","Terajoules","12",""
"Lebanon","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2002","Terajoules","11",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2019","Terajoules","1010",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","1010","1"
"Lebanon","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","1010","1"
"Lebanon","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","967",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","945",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","914",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","849",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","797",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","669",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","598",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","527",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","458",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","397",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2006","Terajoules","342",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2005","Terajoules","298",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2004","Terajoules","270",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2003","Terajoules","235",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2002","Terajoules","203",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2001","Terajoules","174",""
"Lebanon","Direct use of solar thermal heat - Consumption by other","2000","Terajoules","151",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2019","Terajoules","700",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","700","1"
"Lebanon","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","700","1"
"Lebanon","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","660",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","643",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","616",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","572",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","537",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","451",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","403",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","355",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","309",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","267",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2006","Terajoules","230",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2005","Terajoules","201",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2004","Terajoules","182",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2003","Terajoules","158",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2002","Terajoules","137",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2001","Terajoules","117",""
"Lebanon","Direct use of solar thermal heat - Consumption by households","2000","Terajoules","102",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2019","Terajoules","310",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2018","Terajoules","310","1"
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2017","Terajoules","310","1"
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2016","Terajoules","307",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2015","Terajoules","302",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2014","Terajoules","298",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2013","Terajoules","277",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2012","Terajoules","260",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2011","Terajoules","218",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2010","Terajoules","195",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2009","Terajoules","172",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2008","Terajoules","149",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2007","Terajoules","130",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2006","Terajoules","112",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2005","Terajoules","97",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2004","Terajoules","88",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2003","Terajoules","77",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2002","Terajoules","66",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2001","Terajoules","57",""
"Lebanon","Direct use of solar thermal heat - Consumption by commerce and public services","2000","Terajoules","49",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","99",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","91",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","86",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","80",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","74",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","68",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","57",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","47",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","38",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","29",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","22",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","17",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","12",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","10",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","7",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2003","Terajoules","5",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2002","Terajoules","3",""
"Luxembourg","Direct use of solar thermal heat - Final energy consumption","2001","Terajoules","1",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","99",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","91",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","86",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","80",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","74",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","68",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","57",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","47",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","38",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","29",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","22",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","17",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2006","Terajoules","12",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2005","Terajoules","10",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2004","Terajoules","7",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2003","Terajoules","5",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2002","Terajoules","3",""
"Luxembourg","Direct use of solar thermal heat - Consumption by other","2001","Terajoules","1",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","99",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","91",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","86",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","80",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","74",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","68",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","57",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","47",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","38",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","29",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","22",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","17",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2006","Terajoules","12",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2005","Terajoules","10",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2004","Terajoules","7",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2003","Terajoules","5",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2002","Terajoules","3",""
"Luxembourg","Direct use of solar thermal heat - Consumption by households","2001","Terajoules","1",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","211",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","209",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","207",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","201",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","194",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","183",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","174",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","158",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","150",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","39",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","38",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","33",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","27",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","22",""
"Malta","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","17",""
"Malta","Direct use of solar thermal heat - Consumption by other","2018","Terajoules","211",""
"Malta","Direct use of solar thermal heat - Consumption by other","2017","Terajoules","209",""
"Malta","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","207",""
"Malta","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","201",""
"Malta","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","194",""
"Malta","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","183",""
"Malta","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","174",""
"Malta","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","158",""
"Malta","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","150",""
"Malta","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","39",""
"Malta","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","38",""
"Malta","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","33",""
"Malta","Direct use of solar thermal heat - Consumption by other","2006","Terajoules","27",""
"Malta","Direct use of solar thermal heat - Consumption by other","2005","Terajoules","22",""
"Malta","Direct use of solar thermal heat - Consumption by other","2004","Terajoules","17",""
"Malta","Direct use of solar thermal heat - Consumption by households","2018","Terajoules","211",""
"Malta","Direct use of solar thermal heat - Consumption by households","2017","Terajoules","209",""
"Malta","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","207",""
"Malta","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","201",""
"Malta","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","194",""
"Malta","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","183",""
"Malta","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","174",""
"Malta","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","158",""
"Malta","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","150",""
"Malta","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","0",""
"Malta","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","0",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2010","Terajoules","0",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2009","Terajoules","39",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2008","Terajoules","38",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2007","Terajoules","33",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2006","Terajoules","27",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2005","Terajoules","22",""
"Malta","Direct use of solar thermal heat - Consumption not elsewhere specified (other)","2004","Terajoules","17",""
"Martinique","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","255.4","1"
"Martinique","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","236.5","1"
"Martinique","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","191.5","1"
"Martinique","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","146.5","1"
"Martinique","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","255.4","1"
"Martinique","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","236.5","1"
"Martinique","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","191.5","1"
"Martinique","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","146.5","1"
"Martinique","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","140.5","1"
"Martinique","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","130.1","1"
"Martinique","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","105.3","1"
"Martinique","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","80.6","1"
"Martinique","Direct use of solar thermal heat - Consumption by commerce and public services","2016","Terajoules","114.9","1"
"Martinique","Direct use of solar thermal heat - Consumption by commerce and public services","2015","Terajoules","106.4","1"
"Martinique","Direct use of solar thermal heat - Consumption by commerce and public services","2014","Terajoules","86.2","1"
"Martinique","Direct use of solar thermal heat - Consumption by commerce and public services","2013","Terajoules","65.9","1"
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","5","1"
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","4","1"
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","3.67",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","1.86",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","0.9",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","0.44",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","0.42",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2016","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Consumption by other","2015","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Consumption by other","2014","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Consumption by other","2013","Terajoules","5","1"
"Mayotte","Direct use of solar thermal heat - Consumption by other","2012","Terajoules","4","1"
"Mayotte","Direct use of solar thermal heat - Consumption by other","2011","Terajoules","3.67",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","1.86",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","0.9",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","0.44",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","0.42",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2016","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Consumption by households","2015","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Consumption by households","2014","Terajoules","6","1"
"Mayotte","Direct use of solar thermal heat - Consumption by households","2013","Terajoules","5","1"
"Mayotte","Direct use of solar thermal heat - Consumption by households","2012","Terajoules","4","1"
"Mayotte","Direct use of solar thermal heat - Consumption by households","2011","Terajoules","3.67",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","1.86",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","0.9",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","0.44",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","0.42",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","1.86",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","0.9",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","0.44",""
"Mayotte","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","0.42",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2010","Terajoules","1.86",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2009","Terajoules","0.9",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2008","Terajoules","0.44",""
"Mayotte","Direct use of solar thermal heat - Consumption by other","2007","Terajoules","0.42",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2010","Terajoules","1.86",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2009","Terajoules","0.9",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2008","Terajoules","0.44",""
"Mayotte","Direct use of solar thermal heat - Consumption by households","2007","Terajoules","0.42",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2018","Terajoules","11977",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2017","Terajoules","10888",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2016","Terajoules","10180",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2015","Terajoules","9087",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2014","Terajoules","8064",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2013","Terajoules","7236",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2012","Terajoules","6427",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2011","Terajoules","5665",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2010","Terajoules","4857",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2009","Terajoules","4007",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2008","Terajoules","3268",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2007","Terajoules","4557",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2006","Terajoules","3948",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2005","Terajoules","3540",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2004","Terajoules","3102",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2003","Terajoules","2793",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2002","Terajoules","2428",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2001","Terajoules","2184",""
"Mexico","Direct use of solar thermal heat - Final energy consumption","2000","Terajoules","1822",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2018","Terajoules","658",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2017","Terajoules","598",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2016","Terajoules","519",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2015","Terajoules","462",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2014","Terajoules","415",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2013","Terajoules","381",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2012","Terajoules","333",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2011","Terajoules","265",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2010","Terajoules","218",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2009","Terajoules","186",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2008","Terajoules","152",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2007","Terajoules","212",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2006","Terajoules","184",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2005","Terajoules","164",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2004","Terajoules","145",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2003","Terajoules","130",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2002","Terajoules","112",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2001","Terajoules","102",""
"Mexico","Direct use of solar thermal heat - Consumption by manufacturing, construction and non-fuel mining industry","2000","Terajoules","85",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2018","Terajoules","658",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2017","Terajoules","598",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2016","Terajoules","519",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2015","Terajoules","462",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2014","Terajoules","415",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2013","Terajoules","381",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2012","Terajoules","333",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2011","Terajoules","265",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2010","Terajoules","218",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2009","Terajoules","186",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2008","Terajoules","152",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2007","Terajoules","212",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2006","Terajoules","184",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2005","Terajoules","164",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2004","Terajoules","145",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2003","Terajoules","130",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2002","Terajoules","112",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2001","Terajoules","102",""
"Mexico","Direct use of solar thermal heat - Consumption by other manuf., const. and non-fuel ind.","2000","Terajoules","85",""
"Mexico","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2018","Terajoules","658",""
"Mexico","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2017","Terajoules","598",""
"Mexico","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2016","Terajoules","519",""
"Mexico","Direct use of solar thermal heat - Consumption not elsewhere specified (industry)","2015","Terajoules","462",""
