"Country or Area";"Commodity - Transaction";"Year";"Unit";"Quantity";"Quantity Footnotes"
"Albania";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"267";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"14442";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"12858";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"12756";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"11972";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"11255";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"10130";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"7963";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"6472";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"5848";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"2279";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"2467";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"2460";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"2621";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"3515";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"3462";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"3418";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"3385";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"3360";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"3343";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"3333";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"3331";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"3335";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"3344";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"3359";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"3380";""
"Australia";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"3405";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"5772";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"5553";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"5747";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"5361";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"5108";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"5186";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"4247";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"3324";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"3303";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"3224";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"2831";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"2079";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"1891";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"1715";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"1621";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"1495";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"1369";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"1283";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"1136";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"994";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"842";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"693";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"589";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"547";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"446";""
"Austria";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"345";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"889";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"823";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"747";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"607";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"556";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"470";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"396";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"214";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"170";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"122";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"100";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"98";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"92";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"59";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"49";""
"Belgium";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"20";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"6";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"6";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"16";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"17";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"17";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"19";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"19";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"19";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"19";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"19";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"19";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"32";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"31";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"31";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"21";""
"Botswana";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"19";""
"Bulgaria";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"404";""
"Bulgaria";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"395";""
"Bulgaria";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"375";""
"Bulgaria";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"345";""
"Bulgaria";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"333";""
"Bulgaria";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"270";""
"Chile";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"567";""
"Chile";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"567";""
"Chile";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"561";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"435";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"385";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"341";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"298";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"254";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"218";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"192";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"166";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"135";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"112";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"96";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"84";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"71";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"60";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"51";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"47";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"43";""
"Croatia";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"39";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"2415";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"2377";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"2338";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"2295";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"2231";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"2163";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"2061";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"1995";""
"Cyprus";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"1912";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"579";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"539";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"498";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"441";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"355";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"286";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"206";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"154";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"123";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"98";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"78";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"65";""
"Czechia";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"58";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"494";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"480";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"469";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"454";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"440";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"440";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"415";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"385";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"358";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"333";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"312";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"293";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"282";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"276";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"271";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"265";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"253";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"243";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"223";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"212";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"175";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"152";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"131";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"113";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"97";""
"Denmark";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"80";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"62";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"57";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"52";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"47";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"43";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"39";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"35";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"32";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"26";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"26";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"20";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"18";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"17";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"17";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"17";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"17";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"17";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"16";""
"Finland";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"16";""
"France";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"3577";""
"France";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"3457";""
"France";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"3261";""
"France";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"3009";""
"France";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"2777";""
"France";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"2519";""
"France";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"2260";""
"France";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"1961";""
"France";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"1563";""
"France";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"1243";""
"France";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"941";""
"France";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"919";""
"France";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"880";""
"France";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"842";""
"France";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"844";""
"France";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"866";""
"France";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"901";""
"France";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"940";""
"France";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"971";""
"France";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"1003";""
"France";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"1036";""
"France";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"1052";""
"France";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"1050";""
"France";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"1044";""
"France";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"1031";""
"France";"Direct use of solar thermal heat - Consumption by households";"1990";"Terajoules";"1015";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"0";"1"
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"0";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"23";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"2";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"0";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"0";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"0";""
"Georgia";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"0";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"26490";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"24731";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"22820";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2012";"Terajoules";"22597";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2011";"Terajoules";"21841";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2010";"Terajoules";"18857";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2009";"Terajoules";"17798";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2008";"Terajoules";"15131";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2007";"Terajoules";"13104";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2006";"Terajoules";"11923";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2005";"Terajoules";"10087";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2004";"Terajoules";"8575";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2003";"Terajoules";"8474";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2002";"Terajoules";"6232";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2001";"Terajoules";"5252";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"2000";"Terajoules";"4054";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1999";"Terajoules";"3416";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1998";"Terajoules";"2567";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1997";"Terajoules";"2096";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1996";"Terajoules";"1640";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1995";"Terajoules";"1284";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1994";"Terajoules";"1038";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1993";"Terajoules";"801";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1992";"Terajoules";"624";""
"Germany";"Direct use of solar thermal heat - Consumption by households";"1991";"Terajoules";"476";""
"Greece";"Direct use of solar thermal heat - Consumption by households";"2015";"Terajoules";"7872";""
"Greece";"Direct use of solar thermal heat - Consumption by households";"2014";"Terajoules";"7688";""
"Greece";"Direct use of solar thermal heat - Consumption by households";"2013";"Terajoules";"7498";""
